_id,category,sub_category,ingredients,url,image,detail,love_count,unsafe_ingredients,price,is_safe,brand,name
ObjectId("5b7db80fd2982c2fdc7b8575"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/097940_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/097940_190x190.png.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Творог 
ObjectId("5b7db812d2982c2fdc7b8576"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/060876_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/060876_190x190.png.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Творог 
ObjectId("5b7db8d7d2982c2fdc7b8577"),Напитки,Газированные,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам, аспартам",""]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/095479_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/095479_190x190.png.jpg,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам. аспартам",""]",14,"[""]",2 BYN,false,Соса-сola,напиток 
ObjectId("5b7db95bd2982c2fdc7b8578"),Напитки,Газированные,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам, аспартам",""]",https://res.cloudinary.com/sanzone/image/upload/v1534963536/project/m17894_large.jpg,res.cloudinary.com/sanzone/image/upload/v1534963536/project/m17894_large.jpg,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам. аспартам",""]",14,"[""]",2 BYN,false,Соса-сola,напиток 
ObjectId("5b7db989d2982c2fdc7b8579"),Молочные продукты,Молоко,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1534963537/project/20170504.1493995195.SNCPSG10.obj.0.1.jpg.oe.jpg.pf.jpg.1350nowm.jpg.1350x.jpg,res.cloudinary.com/sanzone/image/upload/v1534963537/project/20170504.1493995195.SNCPSG10.obj.0.1.jpg.oe.jpg.pf.jpg.1350nowm.jpg.1350x.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",405,"[""]",3 BYN,true,Простоквашино,молоко 
ObjectId("5b7dba43d2982c2fdc7b857a"),Напитки,Газированные,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам, аспартам",""]",https://res.cloudinary.com/sanzone/image/upload/v1534966329/project/1433347847823.png,res.cloudinary.com/sanzone/image/upload/v1534966329/project/1433347847823.png,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам. аспартам",""]",14,"[""]",2 BYN,false,Burn,напиток 
ObjectId("5b7e92b8d3644d33346bb052"),Продукт ,Продукт ,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам, аспартам",""]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/8410300233954_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/8410300233954_190x190.png.jpg,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам. аспартам",""]",123,"["none"]",2 BYN,false,Burn,продукт 
ObjectId("5b7e932bd3644d33346bb053"),Продукт ,Продукт ,"["None"]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/043583_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/043583_190x190.png.jpg,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам. аспартам",""]",123,"["none"]",2 BYN,false,Продукт ,Продукт 
ObjectId("5b7e9420d3644d33346bb054"),Продукт ,Продукт ,"[""]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/8410300207665_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/8410300207665_190x190.png.jpg,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам. аспартам",""]",123,"["none"]",2 BYN,false,Продукт ,Продукт 
ObjectId("5b7e94abd3644d33346bb055"),Продукт ,Продукт ,"["Набор основных продуктов питания меняется в зависимости от места. Также набор основных продуктов может меняться в зависимости от сезона.Как правило, они стоят недорого и легко доступны. Кроме того они должны содержать три основных биологически значимых элемента: углеводы, белки и жиры. Типичными примерами основных продуктов питания являются клубни или корнеплоды, птица (курица), зерновые, бобовые и другие семена. Важная характеристика любого продукта — срок его хранения. Поэтому продукты, которые можно хранить в течение длительного времени без риска порчи, очень важны во времена дефицита, засушливых сезонов или умеренно-холодной зимы.  Основными продуктами во всем мире являются в основном растительные продукты, которые являются производными зерновых, такие как пшеница, ячмень, рожь, кукуруза или рис, крахмалистые клубни или корнеплоды, такие как картофель, ямс, таро и маниок.[2] Другие основные продукты включают в себя бобовые и фрукты, такие как плоды хлебного дерева.[3] Основные продукты питания могут включать, в зависимости от региона, сорго, оливковое масло, кокосовое масло и сахар.[4][5][6] Также в некоторых общинах рыбалка является основным источником питания.[7]","None"]",https://res.cloudinary.com/sanzone/image/upload/v1535017487/project/6943244500155_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017487/project/6943244500155_190x190.png.jpg,"["Набор основных продуктов питания меняется в зависимости от места. Также набор основных продуктов может меняться в зависимости от сезона.Как правило, они стоят недорого и легко доступны. Кроме того они должны содержать три основных биологически значимых элемента: углеводы, белки и жиры. Типичными примерами основных продуктов питания являются клубни или корнеплоды, птица (курица), зерновые, бобовые и другие семена. Важная характеристика любого продукта — срок его хранения. Поэтому продукты, которые можно хранить в течение длительного времени без риска порчи, очень важны во времена дефицита, засушливых сезонов или умеренно-холодной зимы.  Основными продуктами во всем мире являются в основном растительные продукты, которые являются производными зерновых, такие как пшеница, ячмень, рожь, кукуруза или рис, крахмалистые клубни или корнеплоды, такие как картофель, ямс, таро и маниок.[2] Другие основные продукты включают в себя бобовые и фрукты, такие как плоды хлебного дерева.[3] Основные продукты питания могут включать, в зависимости от региона, сорго, оливковое масло, кокосовое масло и сахар.[4][5][6] Также в некоторых общинах рыбалка является основным источником питания.[7]",""]",123,"["none"]",2 BYN,true,Продукт ,Продукт 
